IDquery;Q116
0.8073602;D37195
0.8377613;D54631
0.86940056;D56761
0.87052697;D38399
0.8979862;D44528
0.90195215;D99269
0.9183872;D51976
0.91869134;D8979
0.9191473;D62147
0.92716753;D24644
0.93123686;D58014
0.94006616;D57826
0.9423094;D72360
0.9428882;D42289
0.9543918;D19986
0.9561248;D4581
0.95707643;D65074
0.9655244;D5282
0.965744;D57093
0.97610223;D99768
0.9788451;D39602
0.97908026;D39708
0.9821712;D88245
0.9879355;D94784
0.9913533;D78602
0.9923954;D692
0.9924109;D70355
0.9952686;D44454
0.99597275;D27580
Number of distance computations:89735
IDquery;Q587
0.75199246;D99888
0.78602016;D19156
0.7862389;D62448
0.79841727;D17580
0.8579253;D26859
0.8580152;D21625
0.87202054;D10144
0.87502396;D97728
0.8803082;D36105
0.8885677;D62918
0.8913978;D54650
0.90503687;D5142
0.9071857;D8605
0.9075892;D15908
0.90966827;D93000
0.9097445;D548
0.9239838;D78035
0.9354308;D77443
0.9372375;D35470
0.9386742;D43914
0.93884724;D83636
0.94515157;D36161
0.94615394;D1268
0.94716334;D32126
0.9484437;D37230
0.950128;D66413
0.9556065;D48164
0.95605904;D26565
0.95627636;D39252
0.9608063;D96453
Number of distance computations:86186
IDquery;Q102
0.78785336;D19024
0.8059326;D49104
0.81475073;D34254
0.8463928;D20116
0.85259974;D62021
0.8537203;D8388
0.8568884;D58017
0.88441455;D28992
0.88455784;D4273
0.9231131;D19627
0.9368773;D69125
0.9462178;D75920
0.9495406;D89209
0.9530404;D38184
0.95817435;D80142
0.9598118;D29271
0.9626539;D88527
0.9670884;D2379
0.96813077;D3408
0.9706106;D2038
0.9716802;D86371
0.97412753;D35575
0.97665226;D43943
0.9829823;D76698
0.9900319;D99220
0.9901492;D78907
1.0068985;D74036
1.0092412;D69985
1.0141361;D67120
1.0181108;D59242
Number of distance computations:83620
IDquery;Q344
0.7977267;D93383
0.86182034;D82117
0.86741126;D82000
0.8698246;D51226
0.87354404;D83599
0.8792815;D72345
0.9175183;D65804
0.92443395;D86337
0.92836374;D3129
0.93123865;D70711
0.9471891;D90080
0.9506922;D20893
0.9561145;D44748
0.95795214;D31136
0.958009;D11542
0.95944446;D7621
0.96298736;D43047
0.9643165;D74527
0.9653476;D58878
0.96597296;D24273
0.9771415;D81168
0.97852004;D28305
0.98324513;D69204
0.9849376;D1098
0.9896446;D47278
0.9905217;D24113
0.9977232;D62439
0.9988901;D39726
0.9996372;D8487
0.9998895;D54016
Number of distance computations:90972
IDquery;Q586
0.87813413;D61663
0.90190166;D74719
0.9067212;D4393
0.9147651;D31739
0.9294474;D4156
0.93221545;D41776
0.9340032;D87853
0.9378811;D11189
0.9442191;D68361
0.94475293;D33943
0.95737;D70438
0.96658164;D25459
0.97399205;D99238
0.9743357;D8007
0.9744021;D57398
0.974484;D12151
0.97546744;D98673
0.9844979;D15262
0.9858512;D78570
0.9880091;D25239
0.98970217;D74711
0.9927406;D40174
0.99724185;D20265
1.0003223;D35884
1.0057645;D70307
1.0086907;D96752
1.0138164;D71358
1.015587;D39147
1.016014;D48010
1.0198343;D47609
Number of distance computations:91288
IDquery;Q109
0.77439666;D1539
0.8489882;D5574
0.8522188;D71893
0.8539263;D94535
0.8563575;D87993
0.8728464;D94529
0.87928694;D24178
0.8843082;D87177
0.8895989;D8204
0.8900884;D1393
0.8945471;D61770
0.90286005;D28866
0.9032598;D66744
0.91084594;D29210
0.92025673;D46413
0.9205493;D28449
0.9230176;D92395
0.933137;D49345
0.93387336;D23276
0.93452334;D80726
0.9381974;D49214
0.93952054;D88546
0.9441217;D53151
0.9487406;D85842
0.9551018;D79118
0.9584465;D32570
0.9584784;D31463
0.9627332;D6518
0.96875596;D39572
0.96892095;D58907
Number of distance computations:80368
IDquery;Q108
0.8589634;D88972
0.8757745;D2197
0.8877254;D8431
0.888352;D1864
0.9165783;D46620
0.9295849;D33520
0.9350171;D91065
0.94299656;D45084
0.953479;D29864
0.9538631;D16384
0.955164;D61771
0.9604256;D32114
0.97144485;D68024
0.9834296;D89549
0.9862201;D23840
0.98704594;D39531
0.99623686;D19325
1.0021644;D45690
1.0067981;D51209
1.0086049;D94375
1.0170934;D25890
1.022483;D23768
1.0238334;D3452
1.030327;D38411
1.0345191;D7998
1.0408679;D29661
1.0412623;D18510
1.041373;D58555
1.0468203;D5548
1.0475801;D32486
Number of distance computations:92866
IDquery;Q350
0.8900541;D26831
0.89860004;D25790
0.912917;D88274
0.9198109;D96758
0.9199599;D44706
0.9807734;D82070
0.9928149;D93233
0.9945415;D22984
0.9968283;D30683
0.9968522;D27011
1.0003285;D2192
1.008034;D24967
1.0082781;D9250
1.0169544;D19237
1.0182883;D61637
1.0201663;D18877
1.020221;D42371
1.020665;D54677
1.0288702;D3582
1.0313294;D79346
1.0344137;D20929
1.0350628;D83920
1.0443667;D67793
1.0471126;D68488
1.0503255;D12292
1.0519257;D62047
1.0526338;D48367
1.0529659;D28418
1.0543303;D20955
1.0545607;D37718
Number of distance computations:88295
IDquery;Q592
0.7423526;D10621
0.90576315;D1909
0.9542655;D29632
0.963401;D70146
0.9858955;D91041
0.9874743;D64632
0.9931021;D46492
0.99335986;D50259
0.99382377;D16412
1.0051478;D86956
1.0186851;D53463
1.0223526;D53256
1.0262636;D99000
1.0276824;D53303
1.0289875;D61862
1.0434645;D66468
1.0454175;D74925
1.0495;D19364
1.0505966;D56450
1.0519924;D48676
1.0546913;D77414
1.0548334;D16383
1.0567278;D34823
1.0568613;D76155
1.0729567;D26030
1.0742291;D73062
1.0747805;D24438
1.0763271;D59859
1.0801637;D73173
1.0811359;D27263
Number of distance computations:87619
IDquery;Q591
0.79076564;D76819
0.7909996;D24418
0.79979485;D39978
0.846102;D12574
0.8463123;D67131
0.84803855;D32864
0.85316515;D91080
0.85640514;D58053
0.88418865;D48461
0.8848833;D36237
0.88824433;D69756
0.88924456;D5265
0.89226955;D59442
0.894293;D97885
0.901316;D87909
0.90202135;D1035
0.90938926;D91232
0.909408;D36849
0.91260546;D77320
0.9137864;D75934
0.9234356;D29806
0.92554855;D57989
0.92744416;D53194
0.9305832;D24968
0.93719566;D19694
0.93738794;D7941
0.94330376;D82753
0.9447709;D88362
0.9493351;D62759
0.95026064;D10579
Number of distance computations:87581
IDquery;Q110
0.81346494;D81966
0.8352699;D59734
0.9097045;D44355
0.9475217;D57609
0.9562366;D66157
0.96272963;D91399
0.97231895;D4937
0.9869599;D9460
0.99212587;D21307
0.99917525;D54630
1.005266;D34702
1.0225589;D74159
1.0237452;D38094
1.0238874;D1887
1.0295728;D12741
1.0377222;D96397
1.0433112;D94296
1.0433192;D32952
1.0433762;D66646
1.0435127;D66896
1.0463343;D46054
1.0464194;D44696
1.0484128;D94708
1.0503532;D5637
1.0518469;D78452
1.0541326;D35675
1.0736115;D68860
1.0742321;D3482
1.0764126;D59179
1.0766897;D74539
Number of distance computations:88692
IDquery;Q352
0.7299437;D8166
0.73517686;D23930
0.74434364;D67385
0.7802288;D75688
0.8323456;D60575
0.83280885;D75894
0.8339401;D44440
0.8405694;D87436
0.8452756;D17386
0.86324716;D20224
0.8863368;D63272
0.8903393;D37297
0.8919095;D33935
0.9037701;D80290
0.91189736;D99890
0.9122394;D40061
0.927667;D3056
0.9374641;D78773
0.9405508;D17553
0.9458331;D26120
0.94803643;D37788
0.95100737;D30498
0.9515961;D86516
0.95446163;D81937
0.95972955;D92938
0.96400034;D10776
0.96577805;D55889
0.9668105;D37015
0.9681826;D94040
0.9698397;D83054
Number of distance computations:88651
IDquery;Q594
0.6894005;D15333
0.7130244;D55833
0.7884064;D44105
0.83810157;D8393
0.84961694;D88509
0.8530766;D60929
0.8686624;D15617
0.8788621;D12947
0.87995344;D7695
0.8910686;D51202
0.89757055;D74288
0.9030601;D67892
0.90609837;D9725
0.90741605;D88715
0.9087638;D98003
0.909599;D31739
0.9122846;D38733
0.91634214;D67176
0.91736645;D77347
0.9188423;D36114
0.9215122;D67047
0.92525095;D9889
0.9264651;D83324
0.92727363;D46754
0.9297096;D52217
0.93039685;D44436
0.93150306;D49866
0.9324498;D81614
0.9331607;D16735
0.93353236;D65572
Number of distance computations:75279
IDquery;Q351
0.8376719;D34664
0.8755791;D99888
0.8796402;D51878
0.8952815;D59355
0.89822686;D47709
0.91986984;D18597
0.9221863;D16302
0.9264842;D52250
0.9290821;D59519
0.92973864;D21269
0.93429536;D98715
0.93564576;D16483
0.9381453;D98169
0.9398714;D49079
0.9468241;D48932
0.94798994;D13514
0.9559469;D54923
0.9617858;D84131
0.96401423;D12973
0.96482146;D79828
0.965564;D94476
0.9672303;D43119
0.96767014;D45419
0.9681501;D80205
0.9703675;D4074
0.97542924;D92441
0.979886;D17075
0.98309106;D92996
0.9847342;D52785
0.98477685;D35115
Number of distance computations:87573
IDquery;Q593
0.7328577;D60332
0.76099515;D67691
0.7880376;D17073
0.8002288;D4891
0.864561;D95369
0.8956979;D70080
0.9032918;D1406
0.91371185;D7733
0.9201976;D40473
0.92058086;D34602
0.9244842;D3494
0.9295178;D32938
0.9409376;D39471
0.9411189;D81655
0.9411872;D26895
0.94563645;D41183
0.95716894;D28754
0.9590869;D50684
0.9633617;D41216
0.9638758;D94794
0.9677012;D44159
0.96963626;D37983
0.9700752;D87986
0.97344226;D1558
0.973706;D11962
0.97692674;D37534
0.97968763;D29623
0.98146546;D49821
0.99005836;D94755
0.9923718;D61325
Number of distance computations:90983
IDquery;Q590
0.8199153;D44798
0.93633455;D93450
0.9395741;D90861
0.9799101;D33523
0.98352575;D80309
0.9908869;D72384
0.99101216;D47126
0.9971631;D82290
0.9973232;D57146
1.0056459;D93156
1.0107319;D98706
1.015553;D35590
1.0243329;D70295
1.0325555;D33411
1.0339485;D41451
1.0411395;D49238
1.0456387;D64112
1.0485867;D57148
1.0513519;D78034
1.0513859;D39216
1.0530062;D12047
1.0539243;D73512
1.0549943;D24321
1.0558399;D2179
1.0572875;D82896
1.0574622;D19745
1.0613195;D8362
1.0616115;D99284
1.0617944;D6811
1.0623773;D48034
Number of distance computations:88700
IDquery;Q138
0.7886775;D90072
0.7889595;D45185
0.8869006;D15695
0.8873636;D32084
0.8943284;D90398
0.9022526;D22754
0.9055564;D61879
0.9108314;D92413
0.9219465;D7759
0.9220823;D93908
0.9341604;D96734
0.93649036;D56592
0.94126594;D91297
0.94329524;D41252
0.9566118;D59422
0.95726585;D93301
0.9579716;D70020
0.95956707;D43101
0.9602155;D31738
0.9647042;D93277
0.9724648;D55260
0.97404325;D63974
0.97407526;D89300
0.9744968;D49416
0.9768794;D63601
0.98160094;D93170
0.9834327;D35537
0.98501563;D42652
0.9858329;D18484
0.9869243;D16884
Number of distance computations:85607
IDquery;Q137
0.7437444;D49882
0.77145666;D61235
0.80028045;D943
0.81990623;D37747
0.8425555;D45831
0.8434389;D40605
0.8440825;D32054
0.84863466;D97946
0.8665141;D19146
0.86762935;D81905
0.8760379;D31518
0.8875578;D43356
0.89420027;D47643
0.8956937;D93775
0.9010949;D68016
0.9041283;D44893
0.9050639;D47141
0.9089439;D76895
0.92797655;D15388
0.93292975;D83387
0.94572246;D52769
0.9526084;D89857
0.9564439;D18902
0.95843065;D90379
0.9616804;D69667
0.9659144;D2911
0.96705407;D76438
0.9677875;D39141
0.96788377;D87750
0.9692567;D35341
Number of distance computations:81465
IDquery;Q379
0.80809844;D2166
0.86765397;D95097
0.8845361;D75092
0.8890592;D93229
0.8973697;D96649
0.89771116;D60938
0.90776026;D83253
0.91320777;D63181
0.91463786;D98150
0.91521186;D2554
0.9175577;D93988
0.9195383;D40415
0.9252061;D91432
0.9279253;D16871
0.93519974;D32565
0.9361536;D40050
0.93857586;D53359
0.9472085;D99917
0.950875;D75301
0.9626794;D75570
0.97545135;D39655
0.97744083;D65219
0.9778323;D88921
0.9835311;D17640
0.98583907;D88767
0.9858917;D76355
0.9882566;D15027
0.9986216;D11875
1.0040612;D40020
1.0058013;D58486
Number of distance computations:86834
IDquery;Q139
0.7721148;D73403
0.82285976;D36574
0.824517;D32460
0.8280813;D751
0.8515705;D7796
0.8627805;D6974
0.86388874;D45959
0.8764034;D70005
0.8880117;D26269
0.88937056;D35469
0.8967848;D92161
0.8983805;D65055
0.9014554;D1830
0.90423983;D86027
0.9109531;D92672
0.9123817;D3015
0.9152902;D84127
0.916439;D62283
0.91893035;D12868
0.9193281;D68106
0.9246303;D86619
0.9287482;D98554
0.9291215;D82
0.9339643;D44925
0.93557155;D66840
0.93827474;D57678
0.9390659;D29481
0.94434667;D65790
0.94741356;D38999
0.9496035;D28369
Number of distance computations:78598
IDquery;Q134
0.6710296;D23973
0.73095965;D52441
0.7554139;D91889
0.8980093;D85671
0.90432656;D51428
0.91412574;D3207
0.9384141;D26534
0.94651765;D33973
0.9539648;D33199
0.959203;D65167
0.9678372;D30061
0.96911204;D81648
0.97344655;D65164
0.9790435;D30501
0.9809325;D76632
0.98560584;D42972
0.98659974;D27694
0.99021167;D1582
1.0024043;D20049
1.004973;D12110
1.0053928;D94263
1.0085195;D74718
1.0111722;D56868
1.0115329;D50560
1.0117562;D4620
1.0118103;D86268
1.0119234;D33499
1.0152915;D92879
1.0165185;D14560
1.0173373;D14752
Number of distance computations:90611
IDquery;Q376
0.81458616;D62773
0.837042;D94617
0.8833323;D56583
0.9036166;D20847
0.90365607;D10125
0.91970986;D95305
0.93155855;D47638
0.943992;D75950
0.96527064;D4884
0.97136843;D18149
0.98128635;D75890
0.9841814;D93892
0.9872639;D47796
0.99063694;D68102
0.9940067;D65860
1.0076067;D40343
1.0087936;D14383
1.0100617;D18896
1.0110135;D34032
1.0205119;D58686
1.0318152;D63649
1.0343384;D24891
1.0378143;D37383
1.0413773;D21518
1.0415212;D69244
1.0435385;D40914
1.043591;D87074
1.0464847;D6152
1.0497322;D44872
1.0505202;D4428
Number of distance computations:83185
IDquery;Q133
0.6431391;D10715
0.76618075;D34209
0.7677442;D92353
0.77435863;D11700
0.7853891;D3445
0.7935681;D67788
0.8002177;D6805
0.803113;D86605
0.80525607;D65042
0.8432196;D52240
0.8700286;D46805
0.87152874;D21249
0.8765161;D62074
0.8795432;D22951
0.8819419;D49108
0.88466257;D61910
0.88475573;D92950
0.88586044;D18702
0.8863941;D78773
0.8870994;D76709
0.8900524;D50013
0.890186;D66203
0.89120495;D67941
0.8925107;D34943
0.89398664;D68033
0.89604187;D87916
0.8972698;D67489
0.9014721;D64864
0.9018489;D13632
0.9072257;D96835
Number of distance computations:61111
IDquery;Q375
0.75849074;D31070
0.7739093;D27950
0.8171533;D71846
0.8448024;D14525
0.8453706;D34608
0.9517223;D64594
0.95940775;D59205
0.964593;D3670
0.9765189;D14780
0.97892797;D3473
0.97946304;D97306
0.9800054;D46993
0.98282456;D6245
0.994744;D30864
1.0075711;D48629
1.0080729;D99431
1.0097321;D72427
1.0117402;D67571
1.0124983;D19337
1.0181577;D66213
1.0184641;D40053
1.018689;D31886
1.0195903;D28466
1.0236195;D23263
1.024484;D419
1.0308576;D35486
1.032486;D15506
1.0330089;D5753
1.0356793;D86937
1.036278;D68066
Number of distance computations:78773
IDquery;Q136
0.8073606;D13260
0.85674864;D95012
0.86554116;D48185
0.89471203;D31418
0.9008854;D53322
0.95231956;D86250
0.9683136;D58727
0.97071147;D42316
0.97402334;D90909
0.9977048;D51620
1.0006932;D87365
1.0035286;D19616
1.0058279;D6577
1.0065686;D43265
1.0243748;D82249
1.0303528;D95335
1.033277;D99411
1.037224;D37382
1.0420415;D49789
1.043047;D18245
1.0474297;D93155
1.048458;D31603
1.048585;D97994
1.0506766;D55863
1.0541952;D28068
1.0546098;D6186
1.0611998;D26301
1.0612969;D16191
1.0708805;D6953
1.0734371;D28399
Number of distance computations:83577
IDquery;Q378
0.7515113;D61341
0.80645233;D15056
0.84901077;D69509
0.8657821;D95835
0.8755595;D50814
0.8793253;D28050
0.89055824;D69633
0.90398103;D2000
0.9052221;D11863
0.91350794;D8880
0.9282975;D46158
0.9293124;D66253
0.931533;D13004
0.94500756;D64283
0.94707143;D801
0.9519449;D35523
0.9532436;D57576
0.9544906;D59884
0.9624981;D2885
0.9643752;D89834
0.97013456;D76224
0.9711537;D70054
0.97413045;D8867
0.97483;D20639
0.97498167;D50737
0.97643155;D91973
0.98171365;D65461
0.98340267;D68598
0.9878213;D10362
0.9884374;D92802
Number of distance computations:86416
IDquery;Q135
0.7943651;D36237
0.8023835;D48256
0.8035885;D12157
0.85046667;D14457
0.8519798;D85357
0.85560936;D76155
0.85851175;D42608
0.87155646;D81405
0.87909335;D93221
0.88369596;D95925
0.8954106;D98872
0.9048946;D85946
0.90922093;D76485
0.9163985;D59206
0.9262452;D1801
0.9297119;D14182
0.9342792;D58093
0.93583107;D40792
0.9385989;D25602
0.94125676;D81947
0.94589216;D3858
0.9464402;D1594
0.94712466;D63666
0.9501933;D99678
0.95174134;D32981
0.9546408;D58494
0.95653266;D47289
0.9593978;D82783
0.9624157;D14119
0.9695079;D46843
Number of distance computations:91892
IDquery;Q377
0.6433466;D8352
0.7640916;D52850
0.79386556;D36870
0.8265309;D48670
0.8381771;D17647
0.8537412;D28909
0.87466705;D96406
0.8910361;D2830
0.8956998;D85428
0.8961269;D50606
0.89725477;D41916
0.9220127;D92153
0.9309248;D44879
0.93272185;D53563
0.9379809;D87921
0.9424149;D20208
0.94820625;D22678
0.9563897;D18766
0.9577362;D92057
0.95830065;D37371
0.9601206;D32577
0.9646241;D58571
0.9719902;D9059
0.9758356;D66367
0.97627664;D22295
0.97667307;D91887
0.97958875;D40672
0.9855479;D63192
0.98752254;D7036
0.9877971;D8224
Number of distance computations:61270
IDquery;Q141
0.73771954;D34768
0.73881114;D38355
0.75428426;D81782
0.7648647;D77923
0.8169037;D6626
0.81812316;D61877
0.8346787;D54618
0.847094;D19941
0.84997475;D61279
0.8673253;D65558
0.86833173;D20193
0.8723547;D866
0.88573384;D52365
0.8866284;D90772
0.8904891;D24963
0.8920915;D69999
0.8924074;D23854
0.8934941;D2013
0.89566416;D77340
0.91885793;D26042
0.92224175;D54486
0.9312336;D24416
0.93695724;D69355
0.93777037;D76387
0.9381065;D37107
0.94418365;D47659
0.9496964;D50837
0.9498661;D73910
0.95130897;D11253
0.95776623;D26793
Number of distance computations:86773
IDquery;Q383
0.8203735;D46300
0.8578725;D41378
0.8634108;D94118
0.90568316;D77798
0.913051;D63287
0.9133037;D88353
0.9224516;D23310
0.9416195;D14419
0.9456792;D31567
0.9503456;D86400
0.9570808;D91725
0.9603506;D45553
0.96036005;D58695
0.9657137;D35159
0.96626836;D34090
0.98691106;D31407
0.99545306;D59266
0.9970971;D54475
0.99867886;D57954
1.0024151;D8897
1.0068055;D39652
1.0122097;D38184
1.0130391;D52210
1.0138961;D52380
1.0140237;D75699
1.0164658;D47956
1.0168731;D82801
1.0189501;D20562
1.019281;D17439
1.0214968;D24733
Number of distance computations:79545
IDquery;Q140
0.8951145;D19466
0.89527184;D77358
0.8976066;D50687
0.9051112;D65882
0.9140824;D1721
0.9304522;D53959
0.9352261;D4954
0.93572557;D26372
0.9462433;D44735
0.95341355;D80695
0.9576473;D73572
0.9619155;D96762
0.98376924;D42427
0.98769224;D95866
0.998234;D73395
1.0047029;D98096
1.0084255;D38825
1.0124886;D95915
1.0143341;D99847
1.0145587;D95605
1.0171239;D12934
1.017813;D94386
1.0189217;D5305
1.0196474;D34474
1.020913;D47021
1.0291278;D61607
1.0409799;D25399
1.0430684;D25397
1.0451524;D59908
1.0452754;D98967
Number of distance computations:89864
IDquery;Q382
0.67670727;D97096
0.7750754;D27762
0.8264236;D71385
0.827858;D36976
0.8480903;D57082
0.8949434;D93219
0.8978746;D88577
0.9136414;D28574
0.9142038;D61067
0.91677004;D99162
0.92316645;D99361
0.92741513;D39824
0.9323688;D4867
0.9371089;D1439
0.9452136;D65805
0.94910663;D17445
0.94920224;D39430
0.95101565;D2697
0.95172834;D7361
0.95432633;D87204
0.9568112;D38391
0.9582444;D27199
0.9616282;D18647
0.96380895;D18147
0.9640641;D64251
0.965077;D74712
0.9683255;D6481
0.97375536;D46685
0.97676903;D8682
0.97882074;D52936
Number of distance computations:92661
IDquery;Q143
0.74814385;D40309
0.7632032;D28666
0.7806648;D97594
0.7821139;D68213
0.78362304;D37535
0.7865083;D87266
0.79926336;D30183
0.82388127;D35183
0.82758635;D35900
0.8447797;D89696
0.84677863;D58363
0.8484401;D82504
0.8490645;D85487
0.8529644;D83003
0.85385513;D88629
0.8557917;D78439
0.8582697;D63426
0.86690074;D11996
0.8675736;D85111
0.8701294;D91614
0.87585425;D98697
0.8770843;D48349
0.87729114;D46098
0.87880063;D51781
0.8799594;D54540
0.8819735;D44992
0.8834865;D14660
0.88833755;D52119
0.8889133;D9794
0.891792;D81394
Number of distance computations:49230
IDquery;Q385
0.8080475;D94595
0.83161014;D2519
0.84055275;D44646
0.8445828;D88088
0.84550416;D60785
0.8496911;D77607
0.85234493;D95753
0.87829405;D6896
0.8986914;D29582
0.8988225;D67776
0.901777;D2067
0.9059987;D87921
0.9078096;D65409
0.90852;D35511
0.90949255;D85466
0.90967435;D38507
0.91131955;D67596
0.92390925;D30891
0.92425466;D13317
0.92444026;D40513
0.92743343;D1050
0.9276728;D19839
0.93157506;D35396
0.93231493;D23189
0.9344502;D93810
0.9345711;D8366
0.93457747;D5987
0.93580616;D22678
0.93709916;D11958
0.93974805;D74234
Number of distance computations:69524
IDquery;Q142
0.6171885;D74114
0.72008735;D47958
0.7291292;D58850
0.7586055;D92196
0.75893795;D16487
0.77744424;D4793
0.7851478;D61569
0.7916291;D28278
0.79578334;D59056
0.80816036;D38725
0.8267911;D3024
0.8270603;D18516
0.8293118;D29501
0.8308588;D83355
0.83164775;D54949
0.83165133;D70329
0.8362163;D34896
0.8437129;D54718
0.8457003;D62788
0.8483204;D34909
0.8501869;D81635
0.8502408;D34766
0.8515735;D67484
0.85324454;D91943
0.85940313;D82191
0.8595909;D88678
0.859619;D21704
0.86185896;D24962
0.8677896;D13876
0.869439;D63237
Number of distance computations:51300
IDquery;Q384
0.7630605;D65000
0.8114943;D3355
0.8122124;D11444
0.849545;D77935
0.8553119;D46094
0.855545;D16885
0.8667671;D51180
0.8676137;D41333
0.88243145;D29273
0.8840199;D53932
0.88760483;D33809
0.88800585;D65885
0.8880321;D78822
0.89394003;D56965
0.8991698;D65851
0.90533036;D26094
0.906159;D85205
0.9130995;D18205
0.91547555;D62380
0.9155599;D82895
0.9168527;D35749
0.9222564;D43555
0.9280142;D45318
